Word,Pinyin,POS,Translation
依据,yījù,noun、verb、 preposition,"basis, foundation; to base on, to rely on; according to, based on"
依靠,yīkào,verb、noun,to rely on; support
医疗,yīliáo,verb,medical treatment
依然,yīrán,adverb,"still, as before"
医学,yīxué,noun,medicine
移,yí,verb,to move
一次性,yícìxìng,adjective,disposable
一代,yídài,noun,generation
一旦,yídàn,adverb,"once, in case"
移动,yídòng,verb,to move
遗憾,yíhàn,noun、adjective,regret; regrettable
一路,yílù,noun、adverb,all the way; throughout the journey
一路顺风,yílù-shùnfēng,,"bon voyage, have a safe trip"
疑问,yíwèn,noun,"doubt, question"
一致,yízhì,adjective、adverb,"consistent, unanimous; consistently"
乙,yǐ,noun,second in sequence
以,yǐ,preposition、 (conjunction),"with, by, according to; (in order to)"
以及,yǐjí,conjunction,"as well as, and"
以来,yǐlái,noun,since
亿,yì,number,hundred million
意识,yìshí,verb、noun,to realize; consciousness
意外,yìwài,adjective、noun,"accidental, unexpected; accident"
意味着,yìwèizhe,verb,"to mean, to imply"
义务,yìwù,noun、adjective,"duty, obligation; voluntary"
意义,yìyì,noun,meaning
因而,yīn’ér,conjunction,"therefore, thus"
音量,yīnliàng,noun,volume of sound
因素,yīnsù,noun,"factor, element"
引进,yǐnjìn,verb,"to introduce, to bring in"
饮食,yǐnshí,noun,"diet, food and drink"
印刷,yìnshuā,verb,to print
应当,yīngdāng,verb,"should, ought to"
迎,yíng,verb,to welcome
迎接,yíngjiē,verb,"to greet, to welcome"
营养,yíngyǎng,noun,nutrition
营业,yíngyè,verb,"to do business, to be open"
影片,yǐngpiàn,noun,"film, movie"
影视,yǐngshì,noun,film and television
硬,yìng,adjective、adverb,"hard; forcibly, with effort"
应对,yìngduì,verb,"to deal with, to handle"
硬件,yìngjiàn,noun,hardware
应用,yìngyòng,verb、adjective,"to apply, to use; applied, practical"
拥抱,yōngbào,verb,to embrace
拥有,yōngyǒu,verb,"to possess, to own"
勇气,yǒngqì,noun,courage
用法,yòngfǎ,noun,"usage, method of use"
用户,yònghù,noun,user
用力,yònglì,verb,"to exert effort, to use strength"
用品,yòngpǐn,noun,"products, goods"
用途,yòngtú,noun,"use, purpose"
优惠,yōuhuì,adjective,"preferential, favorable"
悠久,yōujiǔ,adjective,"long, age-old"
优良,yōuliáng,adjective,"excellent, fine"
优美,yōuměi,adjective,"graceful, beautiful"
优势,yōushì,noun,"advantage, superiority"
优质,yōuzhì,adjective,high quality
由此,yóu cǐ,,"from this, thus"
邮寄,yóujì,verb,to send by mail
邮局,yóujú,noun,post office
游览,yóulǎn,verb,"to visit, to tour"
邮票,yóupiào,noun,postage stamp
油条,yóutiáo,noun,fried dough stick
犹豫,yóuyù,adjective,"hesitant, indecisive"
有害,yǒu hài,,harmful
有力,yǒulì,adjective,"powerful, strong"
有利,yǒulì,adjective,"advantageous, favorable"
有限,yǒuxiàn,adjective,limited
有益,yǒuyì,adjective,beneficial
有助于,yǒuzhùyú,verb,"to help, to contribute to"
幼儿园,yòu’éryuán,noun,kindergarten
娱乐,yúlè,verb、noun,to entertain; entertainment
语气,yǔqì,noun,"tone, manner of speaking"
雨水,yǔshuǐ,noun,rainwater
语文,yǔwén,noun,Chinese language and literature
语音,yǔyīn,noun,"pronunciation, voice"
预报,yùbào,verb、noun,to forecast; forecast
预测,yùcè,verb,to predict
预订,yùdìng,verb,"to book, to reserve"
预防,yùfáng,verb,to prevent
预计,yùjì,verb,"to estimate, to expect"
玉米,yùmǐ,noun,corn
预约,yùyuē,verb,"to make an appointment, to reserve"
原,yuán,adjective,"original, former"
圆,yuán,noun、adjective,"circle, round; round, circular"
原有,yuán yǒu,,"original, previously existing"
元旦,Yuándàn,noun,New Year's Day
员工,yuángōng,noun,"employee, staff"
原则,yuánzé,noun,principle
愿,yuàn,verb,"to wish, to be willing"
愿望,yuànwàng,noun,"wish, desire"
约定,yuēdìng,verb,"to agree on, to arrange; agreement"
运,yùn,verb,"to transport, to use"
运费,yùnfèi,noun,"freight, shipping cost"
运气,yùnqi,noun,"luck, fortune"
运输,yùnshū,verb,to transport
运用,yùnyòng,verb,"to apply, to utilize"
在场,zàichǎng,verb,to be present
在乎,zàihu,verb,"to care about, to mind"
在内,zàinèi,noun,"including, within"
在线,zàixiàn,verb,online
在于,zàiyú,verb,"to lie in, to be determined by"
赞成,zànchéng,verb,"to approve, to endorse"
糟,zāo,adjective,"bad, terrible"
糟糕,zāogāo,adjective,"terrible, awful"
早期,zǎoqī,noun,early stage
早晚,zǎowǎn,noun、adverb,morning and evening; sooner or later
早已,zǎoyǐ,adverb,"long ago, already"
造,zào,verb,"to make, to build"
造成,zàochéng,verb,"to cause, to bring about"
增,zēng,verb,to increase
增进,zēngjìn,verb,"to enhance, to promote"
增强,zēngqiáng,verb,to strengthen
赠,zèng,verb,to give as a gift
赠送,zèngsòng,verb,"to present, to give as a gift"
炸,zhá,verb,to fry
摘,zhāi,verb,"to pick, to pluck"
窄,zhǎi,adjective,narrow
展出,zhǎnchū,verb,"to exhibit, to display"
展开,zhǎnkāi,verb,"to unfold, to spread out"
展览,zhǎnlǎn,verb,to exhibit
展示,zhǎnshì,verb,"to show, to display"
展现,zhǎnxiàn,verb,"to reveal, to appear"
占,zhàn,verb,"to account for, to occupy"
站台,zhàntái,noun,platform
占线,zhànxiàn,verb,busy phone line
涨,zhǎng,verb,"to rise, to increase"
涨价,zhǎngjià,verb,"to increase in price, to raise prices"
掌声,zhǎngshēng,noun,applause
掌握,zhǎngwò,verb,"to grasp, to master"
账号,zhànghào,noun,account number
账户,zhànghù,noun,account
着凉,zháoliáng,verb,to catch cold
召开,zhàokāi,verb,"to convene, to hold (a meeting)"
折扣,zhékòu,noun,discount
哲学,zhéxué,noun,philosophy
真诚,zhēnchéng,adjective,"sincere, genuine"
针对,zhēnduì,verb,"to target, to aim at"
珍贵,zhēnguì,adjective,"precious, valuable"
真实,zhēnshí,adjective,"true, real"
珍惜,zhēnxī,verb,to cherish
诊断,zhěnduàn,verb,to diagnose
阵,zhèn,,"measure word for bursts, periods"
争,zhēng,verb,"to contend, to compete"
争取,zhēngqǔ,verb,"to strive for, to win over"
整齐,zhěngqí,adjective,"neat, orderly"
整体,zhěngtǐ,noun,"whole, entirety"
整整,zhěngzhěng,adverb,"whole, full"
挣,zhèng,verb,to earn
政府,zhèngfǔ,noun,government
证据,zhèngjù,noun,evidence
正如,zhèngrú,verb,"just like, as"
证书,zhèngshū,noun,certificate
政治,zhèngzhì,noun,politics
支,zhī,,"measure word for long, slender objects"
知名,zhīmíng,adjective,"well-known, famous"
直,zhí,adjective、verb、 adverb,"straight; to straighten; directly, continuously"
直播,zhíbō,verb,live broadcast
职场,zhíchǎng,noun,workplace
职工,zhígōng,noun,"staff, worker"
执行,zhíxíng,verb、adjective,"to execute, to carry out; executive"
止,zhǐ,verb,to stop
指导,zhǐdǎo,verb,"to guide, to direct"
至,zhì,verb,"to arrive, to reach"
治,zhì,verb,"to treat, to manage, to cure"
制订,zhìdìng,verb,"to formulate, to work out"
制定,zhìdìng,verb,"to formulate, to establish"
制度,zhìdù,noun,"system, institution"
智慧,zhìhuì,noun,"wisdom, intelligence"
至今,zhìjīn,adverb,"up to now, so far"
治疗,zhìliáo,verb,to treat medically
智能,zhìnéng,noun、adjective,"intelligence; intelligent, smart"
志愿者,zhìyuànzhě,noun,volunteer
制造,zhìzào,verb,"to manufacture, to create"
制作,zhìzuò,verb,"to produce, to make"
中华,Zhōnghuá,noun,China
中华民族,Zhōnghuá,,Chinese nation
中级,zhōngjí,adjective,"intermediate, mid-level"
中介,zhōngjiè,noun,"agency, intermediary"
中期,zhōngqī,noun,"medium term, mid-term"
中外,zhōngwài,noun,"China and abroad, domestic and foreign"
中心,zhōngxīn,noun,center
中药,zhōngyào,noun,traditional Chinese medicine
中医,zhōngyī,noun,traditional Chinese medicine practitioner
种类,zhǒnglèi,noun,"type, kind"
种子,zhǒngzi,noun,seed
重大,zhòngdà,adjective,"great, major"
众多,zhòngduō,adjective,numerous
重量,zhòngliàng,noun,weight
种植,zhòngzhí,verb,to plant
周年,zhōunián,noun,anniversary
猪,zhū,noun,pig
逐步,zhúbù,adverb,"step by step, gradually"
逐渐,zhújiàn,adverb,gradually
竹子,zhúzi,noun,bamboo
煮,zhǔ,verb,to boil
主持,zhǔchí,verb,"to host, to preside over"
主动,zhǔdòng,adjective,"proactive, active"
主观,zhǔguān,adjective,subjective
主人,zhǔrén,noun,"owner, host"
主任,zhǔrèn,noun,"director, head"
主食,zhǔshí,noun,staple food
主题,zhǔtí,noun,theme
主席,zhǔxí,noun,chairperson
注册,zhùcè,verb,to register
住房,zhùfáng,noun,housing
住宿,zhùsù,verb,"to stay, to lodge"
住址,zhùzhǐ,noun,address
注重,zhùzhòng,verb,to pay attention to
抓,zhuā,verb,"to grab, to catch"
抓紧,zhuājǐn,verb,to grasp firmly
专家,zhuānjiā,noun,expert
专心,zhuānxīn,adjective,"concentrated, attentive"
转变,zhuǎnbiàn,verb,"to change, to transform"
转告,zhuǎngào,verb,"to pass on a message, to relay"
装饰,zhuāngshì,verb、noun,to decorate; decoration
装修,zhuāngxiū,verb,"to renovate, to decorate"
撞,zhuàng,verb,"to bump, to collide"
状况,zhuàngkuàng,noun,"condition, situation"
状态,zhuàngtài,noun,"state, condition"
追,zhuī,verb,"to chase, to pursue"
追求,zhuīqiú,verb,to pursue
资格,zīgé,noun,qualification
资金,zījīn,noun,funds
姿势,zīshì,noun,posture
咨询,zīxún,verb,"to consult, to seek advice"
资源,zīyuán,noun,resources
紫,zǐ,adjective,purple
子女,zǐnǚ,noun,"children, sons and daughters"
自从,zìcóng,preposition,since
自动,zìdòng,adverb、adjective,automatically; automatic
自觉,zìjué,verb、adjective,"to be aware, to act on one's own; conscious"
字母,zìmǔ,noun,alphabet letter
自身,zìshēn,noun,oneself
自由,zìyóu,adjective、noun,free; freedom
综合,zōnghé,verb,"to synthesize, to sum up"
总部,zǒngbù,noun,headquarters
总共,zǒnggòng,adverb,"in total, altogether"
总数,zǒngshù,noun,"total, sum"
总体,zǒngtǐ,noun,"overall, general"
总统,zǒngtǒng,noun,president
总之,zǒngzhī,conjunction,"in short, in brief"
租金,zūjīn,noun,rent
族,zú,suffix,"suffix meaning ethnic group, race"
足够,zúgòu,verb,"sufficient, enough; to be sufficient"
组成,zǔchéng,verb,"to form, to compose"
组合,zǔhé,verb、noun,to combine; combination
阻止,zǔzhǐ,verb,"to prevent, to stop"
组织,zǔzhī,verb、noun,to organize; organization
嘴巴,zuǐba,noun,mouth
醉,zuì,verb,to be drunk
最初,zuìchū,noun,"at first, initially"
最佳,zuìjiā,adjective,best
尊敬,zūnjìng,verb、adjective,to respect; respectful
遵守,zūnshǒu,verb,"to obey, to abide by"
作出,zuòchū,verb,"to put forward, to make a decision"
